ccode,cnumber,description,
BUSN,392,"Cooperative Education in Business. Credit 2. Educational work assignment in the field in which the student is interested. Supervision will be by employer with technical report required at semesters end. May be taken three times for credit.",
BUSN,392,"Cooperative Education in Business. Credit 2. Educational work assignment in the field in which the student is interested. Supervision will be by employer with technical report required at semesters end. May be taken three times for credit.",
BUSN,392,"Cooperative Education in Business. Credit 2. Educational work assignment in the field in which the student is interested. Supervision will be by employer with technical report required at semesters end. May be taken three times for credit.",
BUSN,401,"Mays Business Fellows I. (3-0). Credit 3. A seminar for the development of leadership and management skills. Prerequisite: Selection for Mays Business Fellows Program.",
BUSN,403,"Transformational Leader Portfolio. (3-0). Credit 3. Self-assessment of development as a Mays Transformational Leader (MTL); compilation and evaluation of evidence of Mays Transformational Leadership mindsets, competencies and business acumen; preparation of portfolio; creation of professional development plan. Prerequisite: Junior or senior classification or approval of instructor.",
BUSN,404,"Business Capstone Project. (3-0). Credit 3. Integration of foundational business knowledge, internship competencies, and area of focus coursework through a capstone project based on a selected organization. Prerequisites: Junior or senior classification; approval of instructor.",
BUSN,432,"Strategic Philanthropy. (3-0). Credit 3. Examination of historical trends in philanthropy; participation in grant making process through the lens of a private foundation; engagement with local and national philanthropic leaders; development of personal philanthropic ethic through a grant making simulation that includes due diligence, writing grants and reaching collective decisions. Prerequisites: Junior or senior classification or approval of instructor.",
BUSN,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of business and public service. May be repeated for credit. Prerequisites: Junior or senior classification in business.",
CARC,101,"Cultural and Social Issues in the Natural, Built and Virtual Environment. (3-0). Credit 3. Introduction to cultural and social issues in planning, design, construction, creativity and the visual arts; exploration of how individual and collective values and beliefs are expressed in the practice of architecture, landscape architecture, urban planning, construction science and the arts; how these fields internalize and reify these values while creating the natural, built and virtual environments; emphasis on civil discourse to help recognize positionality and work collaboratively in a multicultural society.",
CARC,301,"Field Studies in Design Innovation. Credit 1 to 18. Design innovation in international and domestic environments away from the Texas A&M University campus; emphasis on the cultural, social, economic, geographical, climatic and technological factors influencing design solutions for human needs. May be taken up to two times in the same semester. Prerequisite: Junior or senior classification; CARC 481; approval of assistant dean for international programs and initiatives.",
CARC,311,"Field Studies in Design Communication. (2-4). Credit 3. Design communication in international and domestic environments away from the Texas A&M University campus; emphasis on the tools, methods and techniques for design communication. May be taken up to two times in the same semester. Prerequisite: Junior or senior classification; approval of assistant dean for international programs and initiatives.",
CARC,331,"Field Studies in Design Philosophy. (3-0). Credit 3. Design philosophy in international and domestic environments away from the Texas A&M University campus; emphasis on the historical, philosophical, cultural, social and economic factors that influence design solutions. May be taken up to two times in the same semester. Prerequisites: Junior or senior classification; approval of assistant dean for international programs and initiatives.",
CARC,602,"Research Methods in Planning and Design. (3-0). Credit 3. Basic empirical research methods used in planning and design research including experimental, survey and case study designs; comparisons of the various methods; application of techniques in sample selection, data collection and analytic approaches. May be repeated for credit. Prerequisite: STAT 651 or equivalent.",
CARC,698,"Writing for Publication. (3-0). Credit 3. Writing in academic disciplines and settings. Writing for different audiences and purposes. Style; planning and development of academic journal articles; grant proposals; correspondence; oral presentations; technical reports. Permission of departmental/college graduate advisor. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: Advanced standing in masters doctoral programs.",
CEHD,300,"Education and Human Development Study Abroad.  Credit 0 to 18. For students in approved programs to study abroad. May be repeated for credit. Prerequisites: Approval of department head; junior or senior classification.",
CHEM,107,"(CHEM 1309, 1409*) General Chemistry for Engineering Students. (3-0). Credit 3. Introduction to important concepts and principles of chemistry; emphasis on areas considered most relevant in an engineering context; practical applications of chemical principles in engineering and technology. Students completing CHEM 107 and changing majors to curricula requiring CHEM 101 and CHEM 102 may substitute CHEM 107 for CHEM 101. Only one of the following will satisfy the requirements for a degree: CHEM 107 or CHEM 101. Prerequisites: Concurrent enrollment in CHEM 117; grade of C or better in MATH 150, or equivalent, or acceptable score on Texas A&M University math placement exam; also taught at Galveston and Qatar campuses.",
